ア、,2,2,9000,フィラー,*,*,*,*,*,ア、,ア,ア
アー、,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
アー…,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
イ、,2,2,9000,フィラー,*,*,*,*,*,イ、,イ,イ
ウ、,2,2,9000,フィラー,*,*,*,*,*,ウ、,ウ,ウ
ウェー,2,2,16000,フィラー,*,*,*,*,*,ウェー、,ウェー,ウェー
エー、,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エー…,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エート、,2,2,9000,フィラー,*,*,*,*,*,エート、,エート,エート
エート,2,2,15000,フィラー,*,*,*,*,*,エート、,エート,エート
オ、,2,2,9000,フィラー,*,*,*,*,*,オ、,オ,オ
グ、,2,2,9000,フィラー,*,*,*,*,*,グ、,グ,グ
ス、,2,2,9000,フィラー,*,*,*,*,*,ス、,ス,ス
ニ、,2,2,9000,フィラー,*,*,*,*,*,ニ、,ニ,ニ
ハ、,2,2,9000,フィラー,*,*,*,*,*,ハ、,ハ,ハ
バ、,2,2,9000,フィラー,*,*,*,*,*,バ、,バ,バ
ヨ、,2,2,9000,フィラー,*,*,*,*,*,ヨ、,ヨ,ヨ
アバ、,2,2,9000,フィラー,*,*,*,*,*,アバ、,アバ,アバ
カルパチア山脈,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,カルパチア山脈,カルパチアサンミャク,カルパチアサンミャク,山,
キョート山脈,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,キョート山脈,キョートサンミャク,キョートサンミャク,山,
キョート双子山,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,キョート双子山,キョートフタゴヤマ,キョートフタゴヤマ,山,
ハンセイボウ・マウンテン,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ハンセイボウ・マウンテン,ハンセイボウマウンテン,ハンセイボウマウンテン,山,
双子山,1293,1293,8664,名詞,固有名詞,地域,一般,*,*,双子山,フタゴヤマ,フタゴヤマ,山,
ジモト,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,ジモト,ジモト,ジモト,市,
タマ・リバー,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,タマ・リバー,タマリバー,タマリバー,川,
タマガワ,1293,1293,6000,名詞,固有名詞,地域,一般,*,*,タマガワ,タマガワ,タマガワ,川,
ヴァレイ・オブ・センジン,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ヴァレイ・オブ・センジン,ヴァレイオブセンジン,ヴァレイオブセンジン,谷,
デスバレー,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,デスバレー,デスバレー,デスバレー,谷,
セッタイ・アイズル,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,セッタイ・アイズル,セッタイアイズル,セッタイアイズル,島,
タンボ平原,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,タンボ平原,タンボヘイゲン,タンボヘイゲン,平原,
スギウラヤ古墓地,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,スギウラヤ古墓地,スギウラヤコボチ,スギウラヤコボチ,墓地,
ヘルボンチ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ヘルボンチ,ヘルボンチ,ヘルボンチ,盆地,
ヒスイ・アガリノボル・スクエア,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ヒスイ・アガリノボル・スクエア,ヒスイアガリノボルスクエア,ヒスイアガリノボルスクエア,地区,
リアル,1287,1287,7000,名詞,形容動詞語幹,*,*,*,*,サイバー,サイバー,サイバー,名詞／形容詞／形容動詞に登録、形容詞を最優先
サイバー,1287,1287,7000,名詞,形容動詞語幹,*,*,*,*,サイバー,サイバー,サイバー,接頭詞／形容動詞に登録、接頭詞を優先
こンな,1287,1287,10000,名詞,形容動詞語幹,*,*,*,*,こんな,コンナ,コンナ,形容動詞と連体詞に登録、学術的には結論が出ていない
そンな,1287,1287,10000,名詞,形容動詞語幹,*,*,*,*,こんな,コンナ,コンナ,形容動詞と連体詞に登録、学術的には結論が出ていない
ンな,1287,1287,20000,名詞,形容動詞語幹,*,*,*,*,ンな,ンナ,ンナ,形容動詞と連体詞に登録、学術的には結論が出ていない
サイコウ,1287,1287,10348,名詞,形容動詞語幹,*,*,*,*,最高,サイコウ,サイコウ,
サイバネティック,1287,1287,3000,名詞,形容動詞語幹,*,*,*,*,サイバネティック,サイバネティック,サイバネティック,
アーティスティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,アーティスティック,アーティスティック,アーティスティック,
アクロバティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,アクロバティック,アクロバティック,アクロバティック,
オーガニック,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,オーガニック,オーガニック,オーガニック,
オーセンティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,オーセンティック,オーセンティック,オーセンティック,
サイケデリック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,サイケデリック,サイケデリック,サイケデリック,
サディスティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,サディスティック,サディスティック,サディスティック,
システマティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,システマティック,システマティック,システマティック,
ドラスティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,ドラスティック,ドラスティック,ドラスティック,
ナルシスティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,ナルシスティック,ナルシスティック,ナルシスティック,
ファンタスティック,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ファンタスティック,ファンタスティック,ファンタスティック,
ベーシック,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ベーシック,ベーシック,ベーシック,
ペシミスティック,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,ペシミスティック,ペシミスティック,ペシミスティック,
ミスティック,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,ミスティック,ミスティック,ミスティック,
メタリック,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,メタリック,メタリック,メタリック,
コシャク,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,コシャク,コシャク,コシャク,
ハイ・テック,1287,1287,3000,名詞,形容動詞語幹,*,*,*,*,ハイ・テック,ハイテック,ハイテック,
ローテク,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,ローテク,ローテク,ローテク,
ハイテック,1287,1287,3000,名詞,形容動詞語幹,*,*,*,*,ハイテック,ハイテック,ハイテック,
パンク,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,パンク,パンク,パンク,
オルタナティブ,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,オルタナティブ,オルタナティブ,オルタナティブ,
センシティブ,1287,1287,2000,名詞,形容動詞語幹,*,*,*,*,センシティブ,センシティブ,センシティブ,
ネガティブ,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,ネガティブ,ネガティブ,ネガティブ,
プリミティブ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,プリミティブ,プリミティブ,プリミティブ,
ネイティヴ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ネイティヴ,ネイティヴ,ネイティヴ,
ネガティヴ,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,ネガティヴ,ネガティヴ,ネガティヴ,
プリミティヴ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,プリミティヴ,プリミティヴ,プリミティヴ,
マッシヴ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,マッシヴ,マッシヴ,マッシヴ,
バイオレンス,1287,1287,2000,名詞,形容動詞語幹,*,*,*,*,バイオレンス,バイオレンス,バイオレンス,
マーベラス,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,マーベラス,マーベラス,マーベラス,
アンパンクチュアル,1287,1287,100,名詞,形容動詞語幹,*,*,*,*,アンパンクチュアル,アンパンクチュアル,アンパンクチュアル,
イモータル,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,イモータル,イモータル,イモータル,
イリーガル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,イリーガル,イリーガル,イリーガル,
インビジブル,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,インビジブル,インビジブル,インビジブル,
エコロジカル,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,エコロジカル,エコロジカル,エコロジカル,
クリティカル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,クリティカル,クリティカル,クリティカル,
ゴシカル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ゴシカル,ゴシカル,ゴシカル,
スピリチュアル,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,スピリチュアル,スピリチュアル,スピリチュアル,
ダンサブル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ダンサブル,ダンサブル,ダンサブル,
トラディショナル,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,トラディショナル,トラディショナル,トラディショナル,
フローラル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,フローラル,フローラル,フローラル,
マーシャル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,マーシャル,マーシャル,マーシャル,
ミニマル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ミニマル,ミニマル,ミニマル,
ラジカル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ラジカル,ラジカル,ラジカル,
ワンダフル,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ワンダフル,ワンダフル,ワンダフル,
アンヴィヴァレント,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,アンヴィヴァレント,アンヴィヴァレント,アンヴィヴァレント,
アンビエント,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,アンビエント,アンビエント,アンビエント,
アンビバレント,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,アンビバレント,アンビバレント,アンビバレント,
イディオット,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,イディオット,イディオット,イディオット,
インテリジェント,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,インテリジェント,インテリジェント,インテリジェント,
エクスプロイット,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,エクスプロイット,エクスプロイット,エクスプロイット,
エマージェント,1287,1287,3000,名詞,形容動詞語幹,*,*,*,*,エマージェント,エマージェント,エマージェント,
スウィート,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,スウィート,スウィート,スウィート,
フラット,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,フラット,フラット,フラット,
モデスト,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,モデスト,モデスト,モデスト,
ウィアード,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ウィアード,ウィアード,ウィアード,
ソリッド,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ソリッド,ソリッド,ソリッド,
シンピテキ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,シンピテキ,シンピテキ,シンピテキ,
セイシンテキ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,セイシンテキ,セイシンテキ,セイシンテキ,
ヘイキン・テキ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ヘイキンテキ,ヘイキンテキ,ヘイキンテキ,
ヘイキンテキ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ヘイキンテキ,ヘイキンテキ,ヘイキンテキ,
オーバーウェルミング,1287,1287,100,名詞,形容動詞語幹,*,*,*,*,オーバーウェルミング,オーバーウェルミング,オーバーウェルミング,
エクストリーム,1287,1287,1000,名詞,形容動詞語幹,*,*,*,*,エクストリーム,エクストリーム,エクストリーム,
アッパレ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,アッパレ,アッパレ,アッパレ,
アナログ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,アナログ,アナログ,アナログ,
アバズレ,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,アバズレ,アバズレ,アバズレ,
アホウ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,アホウ,アホウ,アホウ,
アワレ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,アワレ,アワレ,アワレ,
ウブ,1287,1287,16000,名詞,形容動詞語幹,*,*,*,*,ウブ,ウブ,ウブ,
マブ,1287,1287,7000,名詞,形容動詞語幹,*,*,*,*,マブ,マブ,マブ,
イナセ,1287,1287,9000,名詞,形容動詞語幹,*,*,*,*,イナセ,イナセ,イナセ,
イビツ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,イビツ,イビツ,イビツ,
イレギュラー,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,イレギュラー,イレギュラー,イレギュラー,
ウカツ,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,ウカツ,ウカツ,ウカツ,
うやむや,1287,1287,4845,名詞,形容動詞語幹,*,*,*,*,うやむや,ウヤムヤ,ウヤムヤ,
エコロ,1287,1287,9000,名詞,形容動詞語幹,*,*,*,*,エコロ,エコロ,エコロ,
からッポ,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,からッポ,からッポ,からッポ,
カワイイ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,カワイイ,カワイイ,カワイイ,
クソッタレ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,クソッタレ,クソッタレ,クソッタレ,
グルーヴィー,1287,1287,2000,名詞,形容動詞語幹,*,*,*,*,グルーヴィー,グルーヴィー,グルーヴィー,
ゴア,1287,1287,8000,名詞,形容動詞語幹,*,*,*,*,ゴア,ゴア,ゴア,
ゴアイサツ,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,ゴアイサツ,ゴアイサツ,ゴアイサツ,
ゴキゲン,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,ゴキゲン,ゴキゲン,ゴキゲン,
コワモテ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,コワモテ,コワモテ,コワモテ,
サイコ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,サイコ,サイコ,サイコ,
シアワセ,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,シアワセ,シアワセ,シアワセ,
シツレイ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,シツレイ,シツレイ,シツレイ,
ジミチ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ジミチ,ジミチ,ジミチ,
しんあい,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,しんあい,シンアイ,シンアイ,
タイヘン,1287,1287,2946,名詞,形容動詞語幹,*,*,*,*,タイヘン,タイヘン,タイヘン,
チープ,1287,1287,9000,名詞,形容動詞語幹,*,*,*,*,チープ,チープ,チープ,
チンケ,1287,1287,9000,名詞,形容動詞語幹,*,*,*,*,チンケ,チンケ,チンケ,
チンチン・カモカモ,1287,1287,100,名詞,形容動詞語幹,*,*,*,*,チンチン・カモカモ,チンチンカモカモ,チンチンカモカモ,
ツギハギ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ツギハギ,ツギハギ,ツギハギ,
ツツヌケ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ツツヌケ,ツツヌケ,ツツヌケ,
デタラメ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,デタラメ,デタラメ,デタラメ,
ヒゲモジャ,1287,1287,4000,名詞,形容動詞語幹,*,*,*,*,ヒゲモジャ,ヒゲモジャ,ヒゲモジャ,
プアー,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,プアー,プアー,プアー,
フェティッシュ,1287,1287,3000,名詞,形容動詞語幹,*,*,*,*,フェティッシュ,フェティッシュ,フェティッシュ,
フクザツ,1287,1287,6000,名詞,形容動詞語幹,*,*,*,*,フクザツ,フクザツ,フクザツ,
ブザマ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ブザマ,ブザマ,ブザマ,
フシギ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,フシギ,フシギ,フシギ,
ブラッディ,1287,1287,5000,名詞,形容動詞語幹,*,*,*,*,ブラッディ,ブラッディ,ブラッディ,
ボンクラ,1287,1287,8349,名詞,形容動詞語幹,*,*,*,*,ボンクラ,ボンクラ,ボンクラ,
マシ,1287,1287,7000,名詞,形容動詞語幹,*,*,*,*,マシ,マシ,マシ,
